,lat,lng,offense
15737,45.5199,-122.682,Larceny Offenses
15738,45.5333,-122.65,Larceny Offenses
15742,45.5432,-122.642,Larceny Offenses
15743,45.5202,-122.517,Larceny Offenses
15744,45.6124,-122.683,Larceny Offenses
15745,45.4759,-122.593,Larceny Offenses
15746,45.5115,-122.76,Larceny Offenses
15747,45.5408,-122.667,Motor Vehicle Theft
15748,45.528,-122.696,Vandalism
15750,45.5335,-122.558,Larceny Offenses
15751,45.506,-122.607,Larceny Offenses
15752,45.5495,-122.666,Robbery
15753,45.4963,-122.637,Vandalism
15755,45.5266,-122.656,Burglary
15756,45.5836,-122.723,Burglary
15758,45.5092,-122.683,Larceny Offenses
15759,45.5601,-122.675,Larceny Offenses
15760,45.4975,-122.578,Larceny Offenses
15761,45.5215,-122.659,Larceny Offenses
15762,45.4948,-122.635,Larceny Offenses
15763,45.5692,-122.617,Larceny Offenses
15764,45.5196,-122.675,Larceny Offenses
15765,45.5431,-122.67,Larceny Offenses
15766,45.5247,-122.656,Larceny Offenses
15767,45.5336,-122.659,Larceny Offenses
15768,45.5329,-122.659,Larceny Offenses
15769,45.5329,-122.663,Larceny Offenses
15770,45.5326,-122.668,Larceny Offenses
15771,45.5437,-122.719,Larceny Offenses
15772,45.5306,-122.679,Larceny Offenses
15773,45.5234,-122.679,Larceny Offenses
15774,45.5252,-122.561,Larceny Offenses
15775,45.508,-122.631,Larceny Offenses
15776,45.5303,-122.539,Motor Vehicle Theft
15777,45.5561,-122.663,Motor Vehicle Theft
15778,45.5058,-122.589,Motor Vehicle Theft
15779,45.5258,-122.613,Motor Vehicle Theft
15780,45.515,-122.631,Motor Vehicle Theft
15781,45.4523,-122.714,Motor Vehicle Theft
15782,45.5215,-122.659,Vandalism
15783,45.5035,-122.646,Vandalism
15784,45.5548,-122.677,Vandalism
15785,45.5046,-122.543,Vandalism
15786,45.5113,-122.589,Vandalism
15787,45.5368,-122.538,Vandalism
15788,45.5335,-122.556,Assault Offenses
15789,45.5335,-122.556,Assault Offenses
15793,45.6979,-122.637,Assault Offenses
15794,45.4972,-122.534,Assault Offenses
15795,45.4972,-122.534,Assault Offenses
15796,45.5191,-122.677,Assault Offenses
15806,45.5154,-122.661,Assault Offenses
15808,45.5698,-122.607,Assault Offenses
15812,45.5223,-122.673,Assault Offenses
15813,45.5223,-122.673,Assault Offenses
15817,45.5209,-122.684,Burglary
15818,45.4924,-122.579,Burglary
15819,45.4912,-122.562,Burglary
15820,45.545,-122.588,Burglary
15821,45.5525,-122.645,Burglary
15822,45.5193,-122.622,Burglary
15823,45.5165,-122.635,Burglary
15824,45.5213,-122.673,Counterfeiting/Forgery
15832,45.4739,-122.594,Larceny Offenses
15833,45.5092,-122.683,Larceny Offenses
15834,45.5186,-122.684,Larceny Offenses
15835,45.5885,-122.665,Larceny Offenses
15836,45.5234,-122.697,Larceny Offenses
15837,45.5865,-122.716,Larceny Offenses
15838,45.5424,-122.589,Larceny Offenses
15839,45.4653,-122.662,Larceny Offenses
15840,45.5344,-122.635,Larceny Offenses
15841,45.5121,-122.632,Larceny Offenses
15842,45.58,-122.735,Larceny Offenses
15843,45.5768,-122.682,Larceny Offenses
15844,45.5194,-122.68,Larceny Offenses
15845,45.5199,-122.682,Larceny Offenses
15846,45.6116,-122.683,Larceny Offenses
15847,45.6124,-122.683,Larceny Offenses
15848,45.531,-122.558,Larceny Offenses
15849,45.5183,-122.559,Larceny Offenses
15850,45.5183,-122.559,Larceny Offenses
15851,45.5183,-122.562,Larceny Offenses
15852,45.5183,-122.562,Larceny Offenses
15853,45.5183,-122.562,Larceny Offenses
15854,45.5183,-122.562,Larceny Offenses
15855,45.5305,-122.634,Larceny Offenses
15856,45.476,-122.55,Larceny Offenses
15857,45.532,-122.655,Larceny Offenses
15858,45.5286,-122.686,Larceny Offenses
15859,45.4643,-122.653,Larceny Offenses
15860,45.558,-122.62,Larceny Offenses
15861,45.5226,-122.536,Larceny Offenses
15862,45.5431,-122.721,Larceny Offenses
15863,45.5232,-122.672,Larceny Offenses
15864,45.5706,-122.545,Larceny Offenses
15865,45.5344,-122.635,Larceny Offenses
15866,45.5191,-122.707,Larceny Offenses
15867,45.487,-122.589,Larceny Offenses
15868,45.5409,-122.577,Larceny Offenses
15869,45.5204,-122.57,Larceny Offenses
15870,45.5318,-122.688,Larceny Offenses
15871,45.5317,-122.689,Larceny Offenses
15873,45.5252,-122.674,Larceny Offenses
15874,45.5244,-122.683,Larceny Offenses
15875,45.4651,-122.648,Larceny Offenses
15876,45.4974,-122.579,Larceny Offenses
15877,45.58,-122.735,Larceny Offenses
15878,45.568,-122.642,Larceny Offenses
15879,45.515,-122.564,Larceny Offenses
15881,45.5118,-122.626,Larceny Offenses
15882,45.5118,-122.626,Larceny Offenses
15883,45.5747,-122.725,Larceny Offenses
15884,45.5265,-122.503,Larceny Offenses
15885,45.4632,-122.582,Motor Vehicle Theft
15886,45.5215,-122.641,Motor Vehicle Theft
15887,45.514,-122.647,Motor Vehicle Theft
15888,45.5101,-122.661,Motor Vehicle Theft
15889,45.5218,-122.633,Motor Vehicle Theft
15890,45.4703,-122.551,Motor Vehicle Theft
15891,45.4912,-122.562,Motor Vehicle Theft
15892,45.5266,-122.568,Motor Vehicle Theft
15893,45.5059,-122.579,Motor Vehicle Theft
15894,45.5437,-122.719,Motor Vehicle Theft
15895,45.5823,-122.722,Motor Vehicle Theft
15896,45.5853,-122.732,Motor Vehicle Theft
15897,45.5098,-122.627,Motor Vehicle Theft
15898,45.5878,-122.705,Stolen Property Offenses
15900,45.4879,-122.555,Vandalism
15901,45.4651,-122.648,Vandalism
15902,45.5926,-122.739,Vandalism
15903,45.5314,-122.65,Vandalism
15906,45.5201,-122.672,Drug/Narcotic Offenses
15907,45.5213,-122.673,Drug/Narcotic Offenses
15908,45.5878,-122.705,Weapon Law Violations
15909,45.5213,-122.673,Weapon Law Violations
15910,45.5482,-122.496,Weapon Law Violations
15911,45.6037,-122.75,Burglary
15912,45.4734,-122.57,Burglary
15913,45.4734,-122.57,Vandalism
15916,45.6096,-122.682,Larceny Offenses
15917,45.6096,-122.682,Larceny Offenses
15919,45.5333,-122.65,Larceny Offenses
15920,45.541,-122.671,Burglary
15921,45.6037,-122.75,Burglary
15922,45.5827,-122.717,Larceny Offenses
15923,45.5157,-122.642,Larceny Offenses
15924,45.5222,-122.636,Larceny Offenses
15925,45.5315,-122.688,Larceny Offenses
15926,45.5722,-122.663,Larceny Offenses
15927,45.4874,-122.637,Larceny Offenses
15928,45.5345,-122.619,Larceny Offenses
15929,45.5174,-122.639,Motor Vehicle Theft
15930,45.5224,-122.538,Motor Vehicle Theft
15931,45.5144,-122.53,Vandalism
15933,45.5438,-122.663,Burglary
15934,45.5429,-122.663,Burglary
15935,45.5739,-122.676,Burglary
15936,45.5121,-122.619,Burglary
15939,45.5738,-122.562,Larceny Offenses
15941,45.5351,-122.65,Larceny Offenses
15942,45.5183,-122.563,Larceny Offenses
15943,45.4975,-122.581,Larceny Offenses
15944,45.498,-122.541,Larceny Offenses
15945,45.5165,-122.657,Larceny Offenses
15946,45.5193,-122.664,Larceny Offenses
15947,45.5194,-122.665,Larceny Offenses
15948,45.4964,-122.625,Larceny Offenses
15949,45.4966,-122.626,Larceny Offenses
15950,45.5156,-122.686,Larceny Offenses
15951,45.5406,-122.632,Larceny Offenses
15952,45.4669,-122.578,Larceny Offenses
15953,45.5323,-122.663,Larceny Offenses
15954,45.5237,-122.685,Larceny Offenses
15955,45.5995,-122.741,Larceny Offenses
15956,45.4897,-122.608,Larceny Offenses
15957,45.5042,-122.514,Motor Vehicle Theft
15958,45.5573,-122.632,Motor Vehicle Theft
15959,45.5105,-122.682,Motor Vehicle Theft
15960,45.4765,-122.746,Motor Vehicle Theft
15961,45.5842,-122.689,Motor Vehicle Theft
15962,45.5845,-122.689,Motor Vehicle Theft
15963,45.527,-122.695,Motor Vehicle Theft
15964,45.5491,-122.537,Motor Vehicle Theft
15965,45.5702,-122.619,Vandalism
15966,45.5416,-122.662,Vandalism
15967,45.5514,-122.662,Vandalism
15968,45.5278,-122.688,Vandalism
15969,45.5568,-122.536,Drug/Narcotic Offenses
15970,45.5792,-122.695,Assault Offenses
15971,45.5351,-122.585,Assault Offenses
15975,45.5045,-122.496,Assault Offenses
15976,45.5192,-122.498,Assault Offenses
15977,45.5226,-122.538,Assault Offenses
15978,45.527,-122.677,Assault Offenses
15982,45.5092,-122.683,Assault Offenses
15983,45.5224,-122.537,Assault Offenses
15985,45.4871,-122.555,Assault Offenses
15986,45.4871,-122.555,Assault Offenses
15990,45.5045,-122.493,Burglary
15991,45.5749,-122.638,Burglary
15992,45.5161,-122.584,Burglary
15993,45.5576,-122.541,Burglary
15994,45.5739,-122.673,Burglary
15995,45.495,-122.543,Burglary
15996,45.5351,-122.627,Burglary
15997,45.5121,-122.632,Burglary
16000,45.4944,-122.639,Larceny Offenses
16001,45.5576,-122.541,Larceny Offenses
16002,45.4687,-122.524,Larceny Offenses
16003,45.5768,-122.682,Larceny Offenses
16004,45.5768,-122.682,Larceny Offenses
16005,45.5185,-122.678,Larceny Offenses
16006,45.5199,-122.682,Larceny Offenses
16007,45.613,-122.685,Larceny Offenses
16008,45.4918,-122.579,Larceny Offenses
16009,45.532,-122.655,Larceny Offenses
16010,45.5805,-122.718,Larceny Offenses
16011,45.4967,-122.538,Larceny Offenses
16012,45.5162,-122.572,Larceny Offenses
16013,45.4522,-122.722,Larceny Offenses
16014,45.4888,-122.651,Larceny Offenses
16015,45.5136,-122.69,Larceny Offenses
16016,45.5124,-122.691,Larceny Offenses
16017,45.614,-122.687,Larceny Offenses
16018,45.49,-122.567,Larceny Offenses
16019,45.5325,-122.654,Larceny Offenses
16020,45.5276,-122.658,Larceny Offenses
16021,45.5682,-122.55,Larceny Offenses
16022,45.4655,-122.498,Larceny Offenses
16023,45.4691,-122.547,Larceny Offenses
16025,45.5741,-122.65,Larceny Offenses
16026,45.4891,-122.582,Larceny Offenses
16027,45.5661,-122.666,Larceny Offenses
16028,45.529,-122.659,Larceny Offenses
16029,45.5208,-122.578,Larceny Offenses
16030,45.5554,-122.571,Larceny Offenses
16031,45.5264,-122.5,Motor Vehicle Theft
16032,45.464,-122.562,Motor Vehicle Theft
16033,45.4973,-122.569,Motor Vehicle Theft
16034,45.5358,-122.594,Motor Vehicle Theft
16035,45.5268,-122.59,Motor Vehicle Theft
16036,45.4804,-122.649,Motor Vehicle Theft
16037,45.5485,-122.507,Motor Vehicle Theft
16038,45.5627,-122.684,Robbery
16039,45.5222,-122.516,Vandalism
16040,45.5226,-122.538,Vandalism
16041,45.5772,-122.694,Vandalism
16042,45.4871,-122.555,Vandalism
16043,45.5575,-122.565,Vandalism
16045,45.5048,-122.623,Vandalism
16046,45.5521,-122.584,Vandalism
16048,45.5173,-122.538,Drug/Narcotic Offenses
16049,45.4871,-122.555,Weapon Law Violations
16050,45.5228,-122.673,Weapon Law Violations
16053,45.4637,-122.656,Larceny Offenses
16054,45.5136,-122.65,Burglary
16056,45.4479,-122.725,Larceny Offenses
16057,45.5228,-122.6,Assault Offenses
16059,45.5768,-122.682,Larceny Offenses
16060,45.5208,-122.675,Larceny Offenses
16061,45.5554,-122.565,Larceny Offenses
16062,45.5246,-122.601,Motor Vehicle Theft
16063,45.4781,-122.524,Burglary
16066,45.6164,-122.692,Motor Vehicle Theft
16068,45.5039,-122.602,Burglary
16071,45.5627,-122.65,Larceny Offenses
16072,45.5335,-122.557,Larceny Offenses
16073,45.5073,-122.582,Larceny Offenses
16074,45.5249,-122.617,Larceny Offenses
16077,45.5591,-122.677,Burglary
16078,45.5238,-122.599,Burglary
16080,45.5336,-122.542,Larceny Offenses
16081,45.5765,-122.73,Larceny Offenses
16082,45.5222,-122.657,Larceny Offenses
16083,45.5182,-122.573,Larceny Offenses
16084,45.5249,-122.692,Larceny Offenses
16085,45.6102,-122.671,Motor Vehicle Theft
16086,45.4633,-122.659,Motor Vehicle Theft
16087,45.4932,-122.607,Burglary
16088,45.5105,-122.64,Burglary
16089,45.5044,-122.655,Burglary
16090,45.5655,-122.708,Burglary
16093,45.5145,-122.648,Larceny Offenses
16094,45.5357,-122.644,Larceny Offenses
16095,45.5326,-122.668,Larceny Offenses
16096,45.5655,-122.708,Larceny Offenses
16097,45.486,-122.527,Larceny Offenses
16098,45.5602,-122.573,Larceny Offenses
16099,45.5287,-122.66,Larceny Offenses
16100,45.5244,-122.683,Larceny Offenses
16101,45.5262,-122.683,Larceny Offenses
16102,45.4927,-122.58,Motor Vehicle Theft
16103,45.4773,-122.56,Vandalism
16107,45.516,-122.49,Larceny Offenses
16108,45.5052,-122.64,Larceny Offenses
16109,45.5207,-122.634,Larceny Offenses
16110,45.5232,-122.672,Larceny Offenses
16111,45.5184,-122.676,Larceny Offenses
16112,45.513,-122.65,Larceny Offenses
16113,45.5045,-122.575,Larceny Offenses
16114,45.5749,-122.681,Larceny Offenses
16115,45.5687,-122.64,Larceny Offenses
16116,45.5224,-122.538,Larceny Offenses
16117,45.5256,-122.618,Larceny Offenses
16118,45.4876,-122.562,Larceny Offenses
16119,45.5333,-122.664,Larceny Offenses
16120,45.5212,-122.588,Larceny Offenses
16121,45.5372,-122.705,Larceny Offenses
16122,45.4726,-122.525,Larceny Offenses
16123,45.5861,-122.729,Larceny Offenses
16124,45.503,-122.611,Larceny Offenses
16125,45.5424,-122.638,Larceny Offenses
16126,45.5257,-122.621,Larceny Offenses
16127,45.5139,-122.639,Motor Vehicle Theft
16128,45.5272,-122.496,Motor Vehicle Theft
16129,45.4963,-122.552,Motor Vehicle Theft
16130,45.503,-122.611,Motor Vehicle Theft
16131,45.4738,-122.578,Vandalism
16132,45.5247,-122.687,Vandalism
16133,45.5315,-122.703,Vandalism
16134,45.5304,-122.668,Assault Offenses
16135,45.523,-122.675,Assault Offenses
16136,45.5222,-122.683,Assault Offenses
16141,45.5295,-122.653,Assault Offenses
16142,45.5295,-122.653,Assault Offenses
16143,45.5295,-122.653,Assault Offenses
16144,45.5092,-122.683,Assault Offenses
16145,45.5092,-122.683,Assault Offenses
16148,45.5309,-122.562,Assault Offenses
16153,45.5232,-122.672,Assault Offenses
16154,45.5232,-122.672,Assault Offenses
16155,45.5806,-122.726,Assault Offenses
16156,45.5946,-122.731,Arson
16157,45.5868,-122.738,Arson
16158,45.4906,-122.72,Burglary
16159,45.5161,-122.637,Burglary
16160,45.6114,-122.688,Burglary
16161,45.5116,-122.541,Burglary
16162,45.5305,-122.574,Burglary
16163,45.5302,-122.588,Burglary
16164,45.5554,-122.542,Burglary
16165,45.5752,-122.677,Burglary
16166,45.5016,-122.56,Burglary
16167,45.5946,-122.731,Burglary
16168,45.5752,-122.677,Extortion/Blackmail
16176,45.5695,-122.681,Larceny Offenses
16177,45.5059,-122.579,Larceny Offenses
16178,45.5192,-122.58,Larceny Offenses
16179,45.5768,-122.682,Larceny Offenses
16180,45.5225,-122.646,Larceny Offenses
16181,45.4972,-122.609,Larceny Offenses
16182,45.613,-122.685,Larceny Offenses
16183,45.531,-122.558,Larceny Offenses
16184,45.532,-122.655,Larceny Offenses
16185,45.5287,-122.699,Larceny Offenses
16186,45.4967,-122.538,Larceny Offenses
16187,45.593,-122.733,Larceny Offenses
16188,45.5626,-122.683,Larceny Offenses
16189,45.5481,-122.579,Larceny Offenses
16190,45.5868,-122.738,Larceny Offenses
16191,45.5747,-122.725,Larceny Offenses
16192,45.5191,-122.515,Larceny Offenses
16193,45.5598,-122.597,Larceny Offenses
16194,45.521,-122.682,Larceny Offenses
16195,45.5157,-122.686,Larceny Offenses
16196,45.5132,-122.688,Larceny Offenses
16197,45.4848,-122.579,Larceny Offenses
16198,45.4867,-122.589,Larceny Offenses
16199,45.512,-122.637,Larceny Offenses
16200,45.5795,-122.683,Larceny Offenses
16201,45.5247,-122.66,Larceny Offenses
16202,45.4965,-122.579,Larceny Offenses
16203,45.5326,-122.662,Larceny Offenses
16204,45.5251,-122.587,Larceny Offenses
16205,45.5271,-122.687,Larceny Offenses
16206,45.5329,-122.688,Larceny Offenses
16207,45.5342,-122.691,Larceny Offenses
16208,45.5353,-122.708,Larceny Offenses
16210,45.5286,-122.685,Larceny Offenses
16211,45.4687,-122.526,Larceny Offenses
16212,45.5023,-122.625,Larceny Offenses
16213,45.4733,-122.672,Larceny Offenses
16214,45.5314,-122.641,Larceny Offenses
16215,45.5249,-122.618,Larceny Offenses
16216,45.5287,-122.619,Larceny Offenses
16217,45.5547,-122.529,Motor Vehicle Theft
16218,45.4967,-122.652,Motor Vehicle Theft
16219,45.5178,-122.497,Motor Vehicle Theft
16220,45.5028,-122.514,Motor Vehicle Theft
16221,45.593,-122.679,Motor Vehicle Theft
16222,45.4967,-122.582,Motor Vehicle Theft
16223,45.5234,-122.697,Motor Vehicle Theft
16224,45.5227,-122.542,Motor Vehicle Theft
16225,45.5332,-122.545,Motor Vehicle Theft
16226,45.5225,-122.554,Motor Vehicle Theft
16227,45.4959,-122.568,Motor Vehicle Theft
16228,45.5529,-122.577,Motor Vehicle Theft
16229,45.5073,-122.541,Motor Vehicle Theft
16230,45.4762,-122.584,Motor Vehicle Theft
16231,45.5582,-122.564,Motor Vehicle Theft
16232,45.5439,-122.558,Motor Vehicle Theft
16233,45.5913,-122.706,Motor Vehicle Theft
16234,45.5326,-122.603,Motor Vehicle Theft
16235,45.5868,-122.738,Motor Vehicle Theft
16236,45.5984,-122.747,Motor Vehicle Theft
16237,45.4855,-122.608,Motor Vehicle Theft
16238,45.4847,-122.61,Motor Vehicle Theft
16239,45.5458,-122.628,Robbery
16240,45.5101,-122.679,Robbery
16242,45.5274,-122.582,Robbery
16245,45.5381,-122.499,Robbery
16246,45.5545,-122.671,Vandalism
16247,45.5578,-122.599,Vandalism
16248,45.5185,-122.678,Vandalism
16249,45.4939,-122.599,Vandalism
16250,45.5289,-122.638,Vandalism
16251,45.4925,-122.553,Vandalism
16252,45.49,-122.564,Vandalism
16253,45.5909,-122.708,Vandalism
16254,45.4848,-122.537,Vandalism
16255,45.5409,-122.531,Vandalism
16256,45.4594,-122.65,Vandalism
16257,45.5407,-122.501,Vandalism
16258,45.519,-122.534,Drug/Narcotic Offenses
16259,45.5381,-122.499,Drug/Narcotic Offenses
16276,45.5401,-122.682,Larceny Offenses
16279,45.4901,-122.53,Larceny Offenses
16281,45.5543,-122.664,Larceny Offenses
16284,45.5188,-122.679,Larceny Offenses
16285,45.5146,-122.677,Assault Offenses
16287,45.5214,-122.652,Larceny Offenses
16292,45.5174,-122.68,Larceny Offenses
16295,45.5327,-122.65,Larceny Offenses
16296,45.593,-122.682,Motor Vehicle Theft
16297,45.593,-122.682,Stolen Property Offenses
16298,45.5127,-122.554,Larceny Offenses
16299,45.5305,-122.634,Embezzlement
16300,45.5183,-122.562,Larceny Offenses
16304,45.5747,-122.725,Assault Offenses
16305,45.5609,-122.642,Burglary
16306,45.5609,-122.642,Counterfeiting/Forgery
16308,45.5229,-122.639,Larceny Offenses
16310,45.5708,-122.686,Larceny Offenses
16313,45.4787,-122.486,Larceny Offenses
16315,45.5265,-122.595,Counterfeiting/Forgery
16317,45.4639,-122.593,Vandalism
16318,45.4639,-122.593,Vandalism
16319,45.4639,-122.593,Vandalism
16320,45.5578,-122.615,Assault Offenses
16321,45.5431,-122.67,Larceny Offenses
16323,45.4806,-122.584,Assault Offenses
16324,45.4865,-122.637,Larceny Offenses
16325,45.5714,-122.718,Larceny Offenses
16326,45.5449,-122.515,Extortion/Blackmail
16327,45.5254,-122.604,Larceny Offenses
16330,45.5529,-122.577,Larceny Offenses
16331,45.4579,-122.741,Larceny Offenses
16332,45.5121,-122.628,Larceny Offenses
16333,45.5433,-122.664,Pornography/Obscene Material
16334,45.5381,-122.576,Counterfeiting/Forgery
16336,45.5706,-122.713,Embezzlement
16337,45.5672,-122.537,Larceny Offenses
16338,45.537,-122.699,Larceny Offenses
16340,45.5577,-122.648,Larceny Offenses
16343,45.5174,-122.68,Larceny Offenses
16344,45.5174,-122.68,Larceny Offenses
16345,45.5193,-122.684,Burglary
16348,45.5183,-122.562,Larceny Offenses
16349,45.5192,-122.5,Assault Offenses
16350,45.5192,-122.5,Assault Offenses
16351,45.6098,-122.674,Larceny Offenses
16354,45.5191,-122.559,Larceny Offenses
16355,45.4965,-122.53,Motor Vehicle Theft
16356,45.519,-122.534,Larceny Offenses
16357,45.5873,-122.731,Larceny Offenses
16360,45.4502,-122.719,Larceny Offenses
16361,45.5083,-122.633,Larceny Offenses
16363,45.5555,-122.604,Larceny Offenses
16364,45.584,-122.698,Larceny Offenses
16367,45.5772,-122.732,Larceny Offenses
16370,45.53,-122.66,Larceny Offenses
16371,45.5027,-122.57,Counterfeiting/Forgery
16372,45.5027,-122.57,Larceny Offenses
16373,45.5213,-122.694,Larceny Offenses
16375,45.4836,-122.577,Larceny Offenses
16376,45.571,-122.55,Assault Offenses
16378,45.5226,-122.663,Embezzlement
16379,45.537,-122.699,Larceny Offenses
16380,45.5838,-122.673,Counterfeiting/Forgery
16382,45.5213,-122.678,Larceny Offenses
16383,45.4865,-122.637,Larceny Offenses
16384,45.5922,-122.758,Larceny Offenses
16385,45.5459,-122.539,Larceny Offenses
16387,45.5368,-122.62,Counterfeiting/Forgery
16389,45.5247,-122.645,Larceny Offenses
16390,45.5121,-122.62,Embezzlement
16392,45.5534,-122.515,Motor Vehicle Theft
16395,45.5678,-122.575,Larceny Offenses
16397,45.4765,-122.538,Larceny Offenses
16398,45.464,-122.701,Burglary
16399,45.5343,-122.667,Stolen Property Offenses
16400,45.5043,-122.561,Larceny Offenses
16403,45.5395,-122.546,Burglary
16405,45.5551,-122.577,Burglary
16406,45.5209,-122.698,Larceny Offenses
16407,45.4952,-122.619,Vandalism
16408,45.5287,-122.699,Larceny Offenses
16409,45.4797,-122.572,Larceny Offenses
16410,45.5193,-122.609,Larceny Offenses
16413,45.5314,-122.65,Assault Offenses
16414,45.5722,-122.676,Burglary
16415,45.5238,-122.671,Vandalism
16416,45.5226,-122.656,Larceny Offenses
16417,45.5846,-122.728,Vandalism
16419,45.6044,-122.663,Larceny Offenses
16420,45.5837,-122.693,Larceny Offenses
16421,45.5026,-122.62,Larceny Offenses
16423,45.5527,-122.675,Larceny Offenses
16424,45.526,-122.499,Motor Vehicle Theft
16425,45.508,-122.497,Larceny Offenses
16426,45.5857,-122.733,Larceny Offenses
16427,45.4913,-122.603,Larceny Offenses
16428,45.5352,-122.716,Larceny Offenses
16431,45.5239,-122.69,Motor Vehicle Theft
16436,45.5222,-122.651,Burglary
16437,45.5264,-122.509,Burglary
16442,45.5225,-122.648,Larceny Offenses
16443,45.5019,-122.506,Larceny Offenses
16444,45.5149,-122.679,Larceny Offenses
16445,45.5126,-122.691,Larceny Offenses
16446,45.5263,-122.537,Larceny Offenses
16447,45.5514,-122.581,Larceny Offenses
16448,45.5172,-122.657,Larceny Offenses
16449,45.5771,-122.696,Larceny Offenses
16450,45.6041,-122.676,Larceny Offenses
16451,45.5212,-122.662,Larceny Offenses
16452,45.5323,-122.661,Larceny Offenses
16453,45.536,-122.571,Larceny Offenses
16454,45.4702,-122.527,Larceny Offenses
16455,45.515,-122.625,Larceny Offenses
16456,45.5683,-122.637,Larceny Offenses
16457,45.5287,-122.62,Larceny Offenses
16458,45.5145,-122.579,Larceny Offenses
16459,45.4948,-122.592,Motor Vehicle Theft
16460,45.5323,-122.661,Motor Vehicle Theft
16461,45.587,-122.733,Motor Vehicle Theft
16463,45.5378,-122.624,Vandalism
16465,45.5486,-122.558,Vandalism
16466,45.5262,-122.683,Vandalism
16467,45.4964,-122.549,Vandalism
16468,45.4804,-122.65,Vandalism
16469,45.5129,-122.685,Drug/Narcotic Offenses
16470,45.5199,-122.589,Motor Vehicle Theft
16472,45.5305,-122.704,Larceny Offenses
16473,45.5339,-122.705,Larceny Offenses
16474,45.5572,-122.554,Larceny Offenses
16476,45.4767,-122.701,Motor Vehicle Theft
16478,45.5955,-122.679,Larceny Offenses
16479,45.4952,-122.619,Larceny Offenses
16480,45.565,-122.655,Larceny Offenses
16481,45.49,-122.567,Larceny Offenses
16482,45.5193,-122.675,Larceny Offenses
16483,45.5465,-122.607,Larceny Offenses
16484,45.5042,-122.511,Larceny Offenses
16485,45.4929,-122.557,Larceny Offenses
16486,45.5191,-122.511,Larceny Offenses
16487,45.5612,-122.677,Larceny Offenses
16489,45.5492,-122.665,Larceny Offenses
16490,45.4616,-122.579,Larceny Offenses
16491,45.5754,-122.727,Larceny Offenses
16492,45.5642,-122.65,Larceny Offenses
16493,45.5263,-122.537,Larceny Offenses
16494,45.498,-122.533,Larceny Offenses
16495,45.4943,-122.529,Larceny Offenses
16496,45.5061,-122.55,Vandalism
16497,45.542,-122.545,Vandalism
16498,45.586,-122.734,Burglary
16501,45.499,-122.643,Larceny Offenses
16503,45.5319,-122.662,Larceny Offenses
16504,45.5197,-122.69,Motor Vehicle Theft
16505,45.5007,-122.498,Larceny Offenses
16506,45.5223,-122.501,Larceny Offenses
16508,45.5653,-122.552,Motor Vehicle Theft
16509,45.5003,-122.648,Larceny Offenses
16511,45.5194,-122.543,Larceny Offenses
16512,45.5226,-122.695,Larceny Offenses
16513,45.5493,-122.678,Larceny Offenses
16514,45.5042,-122.547,Vandalism
16515,45.47,-122.582,Larceny Offenses
16516,45.5323,-122.538,Larceny Offenses
16517,45.5166,-122.675,Assault Offenses
16518,45.5855,-122.733,Counterfeiting/Forgery
16520,45.5213,-122.68,Larceny Offenses
16521,45.5346,-122.708,Larceny Offenses
16522,45.5886,-122.716,Larceny Offenses
16523,45.6047,-122.68,Motor Vehicle Theft
16524,45.5053,-122.655,Larceny Offenses
16525,45.5681,-122.551,Motor Vehicle Theft
16526,45.4777,-122.569,Larceny Offenses
16527,45.5668,-122.604,Burglary
16532,45.5514,-122.639,Larceny Offenses
16536,45.5228,-122.673,Larceny Offenses
16537,45.5287,-122.699,Larceny Offenses
16538,45.5143,-122.694,Motor Vehicle Theft
16540,45.5264,-122.64,Larceny Offenses
16541,45.4718,-122.585,Larceny Offenses
16542,45.5391,-122.697,Larceny Offenses
16543,45.508,-122.681,Motor Vehicle Theft
16544,45.4904,-122.634,Vandalism
16545,45.4995,-122.492,Larceny Offenses
16548,45.519,-122.53,Motor Vehicle Theft
16550,45.4918,-122.579,Larceny Offenses
16551,45.5172,-122.631,Larceny Offenses
16552,45.4839,-122.582,Assault Offenses
16553,45.4954,-122.495,Larceny Offenses
16554,45.5495,-122.496,Robbery
16555,45.5257,-122.638,Motor Vehicle Theft
16557,45.5139,-122.674,Larceny Offenses
16558,45.5183,-122.674,Larceny Offenses
16560,45.5185,-122.686,Larceny Offenses
16561,45.5007,-122.591,Counterfeiting/Forgery
16562,45.5003,-122.579,Motor Vehicle Theft
16564,45.5188,-122.679,Larceny Offenses
16565,45.5113,-122.676,Larceny Offenses
16566,45.545,-122.603,Larceny Offenses
16567,45.5336,-122.581,Motor Vehicle Theft
16568,45.5246,-122.674,Larceny Offenses
16569,45.5264,-122.689,Assault Offenses
16570,45.4604,-122.658,Larceny Offenses
16571,45.524,-122.693,Larceny Offenses
16573,45.5308,-122.686,Larceny Offenses
16575,45.4448,-122.742,Larceny Offenses
16577,45.5326,-122.668,Larceny Offenses
16578,45.4628,-122.616,Larceny Offenses
16579,45.5221,-122.684,Vandalism
16580,45.4848,-122.537,Assault Offenses
16581,45.4668,-122.583,Burglary
16583,45.5665,-122.626,Larceny Offenses
16584,45.5235,-122.674,Vandalism
16588,45.525,-122.69,Larceny Offenses
16590,45.5165,-122.615,Larceny Offenses
16595,45.5649,-122.633,Larceny Offenses
16596,45.5649,-122.633,Larceny Offenses
16597,45.5144,-122.648,Vandalism
