,lat,lng,offense
54906,45.5482,-122.529,Vandalism
54907,45.4901,-122.654,Vandalism
54908,45.4924,-122.579,Vandalism
54909,45.4756,-122.537,Vandalism
54910,45.519,-122.439,Assault Offenses
54911,45.5609,-122.682,Assault Offenses
54912,45.52,-122.663,Assault Offenses
54913,45.5199,-122.675,Assault Offenses
54915,45.5272,-122.684,Assault Offenses
54916,45.5272,-122.684,Assault Offenses
54917,45.4974,-122.57,Assault Offenses
54918,45.6037,-122.75,Assault Offenses
54924,45.6128,-122.677,Assault Offenses
54930,45.5153,-122.515,Burglary
54931,45.4849,-122.585,Burglary
54932,45.5245,-122.676,Burglary
54933,45.4792,-122.616,Burglary
54934,45.5213,-122.679,Counterfeiting/Forgery
54935,45.593,-122.733,Counterfeiting/Forgery
54936,45.5199,-122.682,Embezzlement
54942,45.5871,-122.759,Larceny Offenses
54943,45.4792,-122.702,Larceny Offenses
54944,45.5125,-122.668,Larceny Offenses
54945,45.5315,-122.657,Larceny Offenses
54946,45.5058,-122.539,Larceny Offenses
54947,45.5264,-122.69,Larceny Offenses
54948,45.5857,-122.732,Larceny Offenses
54949,45.5027,-122.57,Larceny Offenses
54950,45.5955,-122.679,Larceny Offenses
54951,45.5317,-122.558,Larceny Offenses
54952,45.4755,-122.579,Larceny Offenses
54953,45.4975,-122.581,Larceny Offenses
54954,45.4996,-122.579,Larceny Offenses
54955,45.5191,-122.707,Larceny Offenses
54956,45.4765,-122.561,Larceny Offenses
54957,45.5246,-122.583,Larceny Offenses
54958,45.5247,-122.686,Larceny Offenses
54959,45.5947,-122.732,Larceny Offenses
54960,45.5913,-122.756,Larceny Offenses
54961,45.5129,-122.561,Larceny Offenses
54962,45.5041,-122.645,Larceny Offenses
54963,45.5652,-122.687,Larceny Offenses
54964,45.5922,-122.762,Motor Vehicle Theft
54965,45.5343,-122.653,Motor Vehicle Theft
54966,45.5031,-122.524,Motor Vehicle Theft
54967,45.5038,-122.551,Motor Vehicle Theft
54968,45.5083,-122.655,Robbery
54969,45.5105,-122.579,Robbery
54970,45.4852,-122.579,Stolen Property Offenses
54971,45.4619,-122.598,Vandalism
54972,45.4871,-122.733,Vandalism
54973,45.5046,-122.495,Vandalism
54974,45.5227,-122.684,Vandalism
54975,45.6128,-122.677,Vandalism
54976,45.4792,-122.702,Vandalism
54977,45.5034,-122.645,Vandalism
54978,45.5358,-122.644,Vandalism
54979,45.4793,-122.564,Vandalism
54980,45.5331,-122.579,Vandalism
54982,45.4762,-122.598,Vandalism
54983,45.5246,-122.673,Vandalism
54984,45.559,-122.679,Vandalism
54986,45.4671,-122.579,Drug/Narcotic Offenses
54987,45.5046,-122.495,Drug/Narcotic Offenses
54988,45.4852,-122.579,Drug/Narcotic Offenses
54989,45.5309,-122.562,Drug/Narcotic Offenses
54990,45.5952,-122.686,Drug/Narcotic Offenses
54991,45.4895,-122.627,Drug/Narcotic Offenses
54992,45.5265,-122.637,Weapon Law Violations
54993,45.5492,-122.58,Burglary
54994,45.5046,-122.49,Larceny Offenses
54995,45.5733,-122.673,Larceny Offenses
54996,45.5199,-122.708,Larceny Offenses
54997,45.541,-122.673,Larceny Offenses
54998,45.5031,-122.647,Larceny Offenses
55000,45.4819,-122.56,Assault Offenses
55001,45.5916,-122.813,Burglary
55006,45.523,-122.691,Larceny Offenses
55007,45.5183,-122.563,Larceny Offenses
55008,45.5192,-122.58,Larceny Offenses
55009,45.5308,-122.68,Larceny Offenses
55010,45.5255,-122.678,Larceny Offenses
55011,45.5368,-122.538,Larceny Offenses
55012,45.5722,-122.661,Larceny Offenses
55013,45.5502,-122.513,Larceny Offenses
55014,45.5147,-122.658,Larceny Offenses
55015,45.558,-122.635,Larceny Offenses
55016,45.5161,-122.685,Larceny Offenses
55017,45.5071,-122.705,Larceny Offenses
55018,45.5823,-122.731,Larceny Offenses
55019,45.5829,-122.734,Larceny Offenses
55020,45.575,-122.68,Motor Vehicle Theft
55021,45.4796,-122.585,Motor Vehicle Theft
55022,45.577,-122.639,Motor Vehicle Theft
55023,45.577,-122.639,Vandalism
55024,45.5431,-122.67,Assault Offenses
55025,45.5201,-122.499,Assault Offenses
55026,45.5201,-122.499,Assault Offenses
55027,45.5212,-122.535,Assault Offenses
55029,45.5372,-122.538,Assault Offenses
55030,45.5372,-122.538,Assault Offenses
55031,45.5155,-122.674,Assault Offenses
55034,45.5552,-122.533,Assault Offenses
55037,45.5185,-122.678,Assault Offenses
55038,45.5208,-122.564,Assault Offenses
55039,45.4743,-122.684,Assault Offenses
55040,45.5121,-122.646,Assault Offenses
55042,45.4962,-122.572,Assault Offenses
55044,45.5259,-122.674,Assault Offenses
55046,45.5037,-122.519,Assault Offenses
55047,45.5037,-122.519,Assault Offenses
55049,45.5909,-122.755,Assault Offenses
55050,45.4848,-122.579,Arson
55052,45.5843,-122.723,Burglary
55053,45.4859,-122.536,Burglary
55057,45.5578,-122.521,Larceny Offenses
55058,45.5155,-122.674,Larceny Offenses
55059,45.5929,-122.68,Larceny Offenses
55060,45.5772,-122.688,Larceny Offenses
55061,45.5273,-122.677,Larceny Offenses
55062,45.554,-122.52,Larceny Offenses
55063,45.4683,-122.579,Larceny Offenses
55064,45.5955,-122.679,Larceny Offenses
55065,45.5955,-122.679,Larceny Offenses
55066,45.6093,-122.679,Larceny Offenses
55067,45.6134,-122.679,Larceny Offenses
55068,45.5183,-122.562,Larceny Offenses
55069,45.5368,-122.618,Larceny Offenses
55070,45.5232,-122.579,Larceny Offenses
55071,45.5301,-122.685,Larceny Offenses
55072,45.4975,-122.581,Larceny Offenses
55073,45.5208,-122.564,Larceny Offenses
55074,45.5471,-122.639,Larceny Offenses
55075,45.5131,-122.717,Larceny Offenses
55076,45.5192,-122.685,Larceny Offenses
55077,45.5212,-122.685,Larceny Offenses
55078,45.5929,-122.68,Larceny Offenses
55079,45.4848,-122.579,Larceny Offenses
55080,45.5213,-122.688,Larceny Offenses
55081,45.5213,-122.694,Larceny Offenses
55082,45.5358,-122.651,Larceny Offenses
55083,45.524,-122.657,Larceny Offenses
55084,45.5344,-122.657,Larceny Offenses
55085,45.3094,-122.346,Larceny Offenses
55086,45.5265,-122.684,Larceny Offenses
55087,45.4833,-122.542,Larceny Offenses
55088,45.4661,-122.659,Larceny Offenses
55089,45.467,-122.663,Larceny Offenses
55090,45.5059,-122.684,Larceny Offenses
55091,45.5059,-122.684,Larceny Offenses
55092,45.6391,-122.762,Larceny Offenses
55093,45.4899,-122.614,Larceny Offenses
55094,45.5821,-122.73,Larceny Offenses
55095,45.5144,-122.684,Motor Vehicle Theft
55096,45.4848,-122.579,Motor Vehicle Theft
55097,45.5093,-122.524,Motor Vehicle Theft
55098,45.5332,-122.558,Motor Vehicle Theft
55099,45.5655,-122.666,Motor Vehicle Theft
55100,45.4777,-122.577,Motor Vehicle Theft
55101,45.5073,-122.538,Motor Vehicle Theft
55102,45.5237,-122.679,Motor Vehicle Theft
55103,45.467,-122.663,Motor Vehicle Theft
55104,45.4992,-122.644,Robbery
55105,45.495,-122.609,Robbery
55106,45.4966,-122.548,Robbery
55107,45.4914,-122.678,Robbery
55108,45.4944,-122.484,Vandalism
55109,45.5065,-122.505,Vandalism
55110,45.4899,-122.589,Vandalism
55111,45.5413,-122.629,Vandalism
55112,45.4703,-122.498,Vandalism
55113,45.4968,-122.674,Vandalism
55115,45.5065,-122.505,Drug/Narcotic Offenses
55116,45.5102,-122.533,Drug/Narcotic Offenses
55117,45.5238,-122.675,Drug/Narcotic Offenses
55118,45.5273,-122.677,Drug/Narcotic Offenses
55119,45.521,-122.68,Burglary
55122,45.455,-122.719,Larceny Offenses
55123,45.5537,-122.676,Larceny Offenses
55124,45.4942,-122.609,Larceny Offenses
55125,45.4759,-122.56,Larceny Offenses
55126,45.5579,-122.608,Larceny Offenses
55127,45.5446,-122.711,Larceny Offenses
55128,45.5619,-122.51,Vandalism
55129,45.5619,-122.51,Weapon Law Violations
55130,45.5644,-122.612,Counterfeiting/Forgery
55136,45.519,-122.683,Larceny Offenses
55137,45.593,-122.679,Larceny Offenses
55138,45.5183,-122.563,Larceny Offenses
55139,45.5183,-122.664,Larceny Offenses
55140,45.4853,-122.72,Larceny Offenses
55141,45.5666,-122.759,Larceny Offenses
55142,45.5645,-122.652,Larceny Offenses
55143,45.5848,-122.701,Motor Vehicle Theft
55144,45.5361,-122.652,Burglary
55145,45.5499,-122.676,Embezzlement
55163,45.492,-122.623,Larceny Offenses
55164,45.5431,-122.67,Larceny Offenses
55165,45.5323,-122.682,Larceny Offenses
55166,45.5818,-122.735,Larceny Offenses
55167,45.593,-122.679,Larceny Offenses
55168,45.5326,-122.629,Larceny Offenses
55169,45.5319,-122.662,Larceny Offenses
55170,45.5249,-122.691,Larceny Offenses
55171,45.5256,-122.692,Larceny Offenses
55172,45.5076,-122.707,Larceny Offenses
55173,45.5624,-122.646,Larceny Offenses
55174,45.5808,-122.71,Motor Vehicle Theft
55175,45.5707,-122.614,Vandalism
55176,45.5157,-122.675,Vandalism
55177,45.5332,-122.708,Vandalism
55178,45.4975,-122.578,Assault Offenses
55181,45.5555,-122.604,Burglary
55182,45.5105,-122.682,Burglary
55183,45.5105,-122.682,Burglary
55184,45.5118,-122.643,Burglary
55185,45.5031,-122.717,Burglary
55190,45.5147,-122.646,Larceny Offenses
55191,45.5091,-122.53,Larceny Offenses
55192,45.535,-122.574,Larceny Offenses
55193,45.5208,-122.617,Larceny Offenses
55194,45.5351,-122.617,Larceny Offenses
55195,45.522,-122.67,Larceny Offenses
55196,45.5338,-122.621,Larceny Offenses
55197,45.5191,-122.707,Larceny Offenses
55198,45.514,-122.658,Larceny Offenses
55199,45.5159,-122.662,Larceny Offenses
55200,45.5887,-122.76,Larceny Offenses
55201,45.4706,-122.627,Larceny Offenses
55202,45.5079,-122.657,Larceny Offenses
55203,45.5245,-122.59,Larceny Offenses
55204,45.5132,-122.611,Larceny Offenses
55205,45.5244,-122.69,Larceny Offenses
55206,45.5082,-122.633,Larceny Offenses
55207,45.5758,-122.723,Larceny Offenses
55208,45.5396,-122.674,Larceny Offenses
55209,45.5244,-122.538,Motor Vehicle Theft
55210,45.5338,-122.62,Motor Vehicle Theft
55211,45.5368,-122.588,Motor Vehicle Theft
55212,45.5299,-122.693,Motor Vehicle Theft
55213,45.4847,-122.628,Motor Vehicle Theft
55214,45.5791,-122.715,Motor Vehicle Theft
55215,45.5144,-122.666,Vandalism
55216,45.5753,-122.615,Vandalism
55217,45.4919,-122.594,Vandalism
55218,45.4975,-122.604,Assault Offenses
55219,45.5114,-122.56,Assault Offenses
55220,45.4651,-122.579,Assault Offenses
55221,45.5353,-122.579,Assault Offenses
55223,45.6327,-122.772,Assault Offenses
55224,45.5309,-122.562,Assault Offenses
55225,45.4644,-122.647,Assault Offenses
55226,45.5044,-122.5,Assault Offenses
55230,45.5591,-122.639,Assault Offenses
55231,45.5583,-122.62,Assault Offenses
55232,45.5583,-122.62,Assault Offenses
55235,45.4967,-122.538,Assault Offenses
55237,45.4644,-122.647,Assault Offenses
55239,45.5179,-122.686,Kidnapping/Abduction
55242,45.5336,-122.587,Arson
55243,45.4594,-122.609,Burglary
55244,45.5667,-122.617,Burglary
55245,45.5571,-122.655,Burglary
55246,45.5404,-122.568,Burglary
55247,45.5196,-122.6,Burglary
55248,45.5553,-122.682,Burglary
55249,45.5553,-122.546,Burglary
55250,45.5879,-122.709,Burglary
55251,45.5141,-122.72,Burglary
55252,45.463,-122.579,Counterfeiting/Forgery
55262,45.5173,-122.659,Larceny Offenses
55263,45.519,-122.661,Larceny Offenses
55264,45.4973,-122.622,Larceny Offenses
55265,45.5228,-122.511,Larceny Offenses
55266,45.5301,-122.708,Larceny Offenses
55267,45.4994,-122.684,Larceny Offenses
55268,45.5628,-122.69,Larceny Offenses
55269,45.5028,-122.579,Larceny Offenses
55270,45.5878,-122.742,Larceny Offenses
55271,45.5226,-122.661,Larceny Offenses
55272,45.5041,-122.515,Larceny Offenses
55273,45.5183,-122.559,Larceny Offenses
55274,45.5183,-122.559,Larceny Offenses
55275,45.5335,-122.56,Larceny Offenses
55276,45.5335,-122.56,Larceny Offenses
55277,45.5365,-122.617,Larceny Offenses
55278,45.4967,-122.538,Larceny Offenses
55279,45.5772,-122.687,Larceny Offenses
55280,45.5122,-122.682,Larceny Offenses
55281,45.524,-122.699,Larceny Offenses
55282,45.5241,-122.7,Larceny Offenses
55283,45.5718,-122.556,Larceny Offenses
55284,45.5436,-122.745,Larceny Offenses
55285,45.5237,-122.681,Larceny Offenses
55286,45.5807,-122.661,Larceny Offenses
55287,45.5793,-122.677,Larceny Offenses
55288,45.5818,-122.72,Larceny Offenses
55289,45.4871,-122.681,Larceny Offenses
55290,45.5037,-122.687,Larceny Offenses
55291,45.6029,-122.758,Larceny Offenses
55292,45.5599,-122.577,Larceny Offenses
55293,45.5154,-122.628,Larceny Offenses
55294,45.5139,-122.611,Larceny Offenses
55295,45.5164,-122.65,Motor Vehicle Theft
55296,45.5122,-122.652,Motor Vehicle Theft
55297,45.5132,-122.611,Motor Vehicle Theft
55298,45.5357,-122.689,Motor Vehicle Theft
55299,45.5197,-122.673,Motor Vehicle Theft
55300,45.5165,-122.623,Motor Vehicle Theft
55301,45.4427,-122.743,Robbery
55302,45.5335,-122.537,Robbery
55303,45.5314,-122.675,Robbery
55304,45.527,-122.677,Robbery
55305,45.594,-122.737,Robbery
55306,45.5044,-122.5,Vandalism
55307,45.5164,-122.684,Vandalism
55308,45.5243,-122.557,Vandalism
55309,45.5286,-122.638,Vandalism
55310,45.5603,-122.661,Vandalism
55311,45.5132,-122.542,Vandalism
55312,45.5248,-122.7,Vandalism
55314,45.5066,-122.685,Vandalism
55315,45.5229,-122.659,Drug/Narcotic Offenses
55316,45.4808,-122.579,Drug/Narcotic Offenses
55317,45.5305,-122.668,Drug/Narcotic Offenses
55318,45.5235,-122.689,Drug/Narcotic Offenses
55319,45.5867,-122.744,Drug/Narcotic Offenses
55321,45.5499,-122.666,Larceny Offenses
55322,45.4665,-122.653,Motor Vehicle Theft
55323,45.4905,-122.556,Vandalism
55324,45.4888,-122.562,Burglary
55328,45.5229,-122.685,Larceny Offenses
55329,45.5399,-122.665,Larceny Offenses
55330,45.5174,-122.554,Larceny Offenses
55331,45.4845,-122.589,Larceny Offenses
55332,45.512,-122.614,Burglary
55337,45.4947,-122.627,Larceny Offenses
55338,45.5174,-122.554,Larceny Offenses
55339,45.5416,-122.662,Larceny Offenses
55340,45.5065,-122.521,Assault Offenses
55341,45.5505,-122.675,Larceny Offenses
55342,45.5123,-122.577,Larceny Offenses
55344,45.5228,-122.67,Larceny Offenses
55345,45.5226,-122.673,Larceny Offenses
55346,45.5286,-122.686,Larceny Offenses
55347,45.4903,-122.582,Motor Vehicle Theft
55348,45.5508,-122.672,Assault Offenses
55349,45.4821,-122.6,Assault Offenses
55350,45.5123,-122.652,Burglary
55351,45.5122,-122.649,Burglary
55352,45.586,-122.734,Burglary
55356,45.5158,-122.663,Larceny Offenses
55357,45.5322,-122.562,Larceny Offenses
55358,45.5294,-122.562,Larceny Offenses
55359,45.586,-122.734,Larceny Offenses
55360,45.5204,-122.707,Larceny Offenses
55361,45.5222,-122.657,Larceny Offenses
55362,45.5222,-122.659,Larceny Offenses
55363,45.5223,-122.691,Larceny Offenses
55364,45.5337,-122.617,Larceny Offenses
55365,45.5352,-122.62,Larceny Offenses
55366,45.4935,-122.534,Larceny Offenses
55368,45.5645,-122.649,Larceny Offenses
55369,45.5079,-122.65,Motor Vehicle Theft
55370,45.4836,-122.576,Motor Vehicle Theft
55371,45.4845,-122.589,Motor Vehicle Theft
55372,45.5913,-122.723,Motor Vehicle Theft
55373,45.5483,-122.621,Vandalism
55374,45.5883,-122.762,Vandalism
55375,45.5658,-122.607,Vandalism
55376,45.5199,-122.679,Vandalism
55377,45.5046,-122.517,Vandalism
55378,45.523,-122.711,Vandalism
55379,45.4678,-122.714,Vandalism
55380,45.5315,-122.66,Drug/Narcotic Offenses
55381,45.5191,-122.499,Assault Offenses
55383,45.5217,-122.671,Assault Offenses
55384,45.5572,-122.547,Assault Offenses
55385,45.5825,-122.724,Assault Offenses
55386,45.491,-122.488,Assault Offenses
55387,45.5214,-122.676,Assault Offenses
55391,45.4933,-122.507,Assault Offenses
55392,45.5042,-122.514,Assault Offenses
55397,45.5115,-122.535,Assault Offenses
55399,45.4897,-122.529,Assault Offenses
55400,45.5291,-122.609,Assault Offenses
55404,45.5479,-122.641,Burglary
55405,45.5036,-122.639,Burglary
55406,45.5122,-122.649,Burglary
55407,45.5275,-122.707,Burglary
55408,45.5627,-122.687,Burglary
55409,45.4899,-122.639,Burglary
55410,45.5291,-122.609,Burglary
55411,45.538,-122.524,Burglary
55412,45.5964,-122.743,Burglary
55413,45.5139,-122.632,Burglary
55414,45.5495,-122.506,Burglary
55415,45.5265,-122.661,Counterfeiting/Forgery
55416,45.5305,-122.668,Counterfeiting/Forgery
55420,45.4961,-122.637,Larceny Offenses
55421,45.519,-122.692,Larceny Offenses
55423,45.5772,-122.687,Larceny Offenses
55424,45.5343,-122.653,Larceny Offenses
55425,45.4969,-122.543,Larceny Offenses
55426,45.5013,-122.624,Larceny Offenses
55427,45.5533,-122.537,Larceny Offenses
55428,45.5204,-122.661,Larceny Offenses
55429,45.5204,-122.661,Larceny Offenses
55430,45.5042,-122.511,Larceny Offenses
55431,45.5192,-122.677,Larceny Offenses
55432,45.5183,-122.559,Larceny Offenses
55433,45.5183,-122.562,Larceny Offenses
55434,45.5868,-122.738,Larceny Offenses
55435,45.5868,-122.738,Larceny Offenses
55436,45.5824,-122.724,Larceny Offenses
55437,45.4841,-122.556,Larceny Offenses
55438,45.4924,-122.579,Larceny Offenses
55439,45.5173,-122.663,Larceny Offenses
55440,45.4928,-122.487,Larceny Offenses
55441,45.5085,-122.674,Larceny Offenses
55442,45.5221,-122.533,Larceny Offenses
55443,45.5065,-122.637,Larceny Offenses
55444,45.4924,-122.579,Larceny Offenses
55445,45.5625,-122.75,Larceny Offenses
55446,45.5192,-122.58,Larceny Offenses
55447,45.5277,-122.699,Larceny Offenses
55449,45.5286,-122.677,Larceny Offenses
55450,45.5311,-122.679,Larceny Offenses
55451,45.5528,-122.598,Larceny Offenses
55452,45.5535,-122.598,Larceny Offenses
55453,45.5528,-122.598,Larceny Offenses
55454,45.5081,-122.719,Larceny Offenses
55455,45.4807,-122.571,Larceny Offenses
55456,45.5866,-122.757,Motor Vehicle Theft
55457,45.5044,-122.5,Motor Vehicle Theft
55458,45.5092,-122.683,Motor Vehicle Theft
55459,45.5913,-122.719,Motor Vehicle Theft
55460,45.4969,-122.543,Motor Vehicle Theft
55461,45.5368,-122.538,Motor Vehicle Theft
55462,45.4427,-122.743,Robbery
55463,45.4872,-122.591,Robbery
55464,45.5045,-122.569,Robbery
55465,45.5042,-122.514,Vandalism
55466,45.5212,-122.69,Vandalism
55467,45.4761,-122.701,Vandalism
55468,45.5251,-122.715,Vandalism
55469,45.4559,-122.696,Vandalism
55470,45.5422,-122.779,Vandalism
55471,45.526,-122.673,Vandalism
55472,45.5572,-122.547,Vandalism
55473,45.4726,-122.537,Vandalism
55475,45.4897,-122.537,Vandalism
55476,45.5018,-122.579,Vandalism
55477,45.4975,-122.581,Vandalism
55478,45.5042,-122.511,Drug/Narcotic Offenses
55479,45.5202,-122.686,Drug/Narcotic Offenses
55480,45.5289,-122.688,Drug/Narcotic Offenses
55481,45.5217,-122.671,Drug/Narcotic Offenses
55482,45.5217,-122.671,Drug/Narcotic Offenses
55483,45.5238,-122.676,Drug/Narcotic Offenses
55484,45.5259,-122.677,Drug/Narcotic Offenses
55485,45.5259,-122.677,Drug/Narcotic Offenses
55487,45.5342,-122.59,Burglary
55492,45.5318,-122.652,Larceny Offenses
55493,45.503,-122.549,Motor Vehicle Theft
55494,45.5433,-122.605,Burglary
55495,45.56,-122.648,Larceny Offenses
55497,45.582,-122.732,Larceny Offenses
55500,45.5084,-122.538,Larceny Offenses
55501,45.5094,-122.674,Larceny Offenses
55502,45.5109,-122.736,Larceny Offenses
55503,45.579,-122.722,Larceny Offenses
55504,45.5626,-122.674,Assault Offenses
55505,45.5164,-122.635,Assault Offenses
55507,45.518,-122.658,Burglary
55509,45.5342,-122.59,Burglary
55510,45.5162,-122.623,Counterfeiting/Forgery
55511,45.5499,-122.675,Larceny Offenses
55512,45.5515,-122.676,Larceny Offenses
55513,45.5087,-122.614,Larceny Offenses
55514,45.5336,-122.643,Larceny Offenses
55515,45.5118,-122.681,Larceny Offenses
55516,45.5355,-122.616,Larceny Offenses
55517,45.5241,-122.7,Larceny Offenses
55518,45.5684,-122.67,Larceny Offenses
55519,45.5374,-122.601,Larceny Offenses
55520,45.5405,-122.609,Larceny Offenses
55521,45.4784,-122.609,Larceny Offenses
55522,45.488,-122.598,Larceny Offenses
55523,45.5102,-122.588,Larceny Offenses
55524,45.5548,-122.524,Motor Vehicle Theft
55525,45.5172,-122.657,Motor Vehicle Theft
55526,45.5524,-122.579,Robbery
55527,45.4523,-122.73,Vandalism
55528,45.5317,-122.633,Vandalism
55529,45.5627,-122.682,Vandalism
55530,45.5483,-122.663,Assault Offenses
55531,45.5121,-122.642,Assault Offenses
55532,45.5121,-122.642,Assault Offenses
55533,45.5222,-122.66,Assault Offenses
55534,45.5156,-122.677,Assault Offenses
55537,45.4742,-122.64,Assault Offenses
55539,45.5628,-122.648,Assault Offenses
55540,45.538,-122.669,Assault Offenses
55541,45.5374,-122.645,Assault Offenses
55542,45.5527,-122.659,Assault Offenses
55543,45.53,-122.655,Assault Offenses
55553,45.4935,-122.545,Burglary
55554,45.4985,-122.551,Burglary
55555,45.4768,-122.652,Burglary
55556,45.4975,-122.604,Burglary
55558,45.5549,-122.568,Burglary
55559,45.4504,-122.728,Burglary
55560,45.5263,-122.558,Counterfeiting/Forgery
55561,45.5724,-122.557,Embezzlement
55567,45.5176,-122.673,Larceny Offenses
55568,45.5224,-122.676,Larceny Offenses
55569,45.5157,-122.558,Larceny Offenses
55570,45.581,-122.682,Larceny Offenses
55571,45.5318,-122.652,Larceny Offenses
55572,45.5481,-122.58,Larceny Offenses
55573,45.4792,-122.619,Larceny Offenses
55574,45.545,-122.579,Larceny Offenses
55575,45.5192,-122.677,Larceny Offenses
55576,45.5355,-122.631,Larceny Offenses
55577,45.6124,-122.683,Larceny Offenses
55578,45.5317,-122.558,Larceny Offenses
55579,45.5183,-122.559,Larceny Offenses
55580,45.5335,-122.56,Larceny Offenses
55581,45.5335,-122.56,Larceny Offenses
55582,45.532,-122.655,Larceny Offenses
55583,45.5041,-122.54,Larceny Offenses
55584,45.5717,-122.658,Larceny Offenses
55585,45.5168,-122.705,Larceny Offenses
55586,45.5842,-122.746,Larceny Offenses
55587,45.5176,-122.673,Larceny Offenses
55588,45.5226,-122.676,Larceny Offenses
55589,45.5224,-122.68,Larceny Offenses
55590,45.542,-122.675,Larceny Offenses
55591,45.5615,-122.786,Larceny Offenses
55592,45.5253,-122.672,Larceny Offenses
55593,45.5442,-122.597,Larceny Offenses
55594,45.5081,-122.719,Larceny Offenses
55595,45.5902,-122.663,Motor Vehicle Theft
55596,45.5202,-122.698,Motor Vehicle Theft
55597,45.525,-122.534,Motor Vehicle Theft
55598,45.507,-122.607,Motor Vehicle Theft
55599,45.5343,-122.686,Motor Vehicle Theft
55600,45.5124,-122.602,Robbery
55601,45.5167,-122.675,Stolen Property Offenses
55602,45.525,-122.534,Stolen Property Offenses
55603,45.5218,-122.674,Vandalism
55604,45.5198,-122.679,Vandalism
55605,45.4948,-122.579,Vandalism
55606,45.5337,-122.622,Vandalism
55607,45.5229,-122.655,Vandalism
55608,45.5301,-122.681,Vandalism
55609,45.4958,-122.548,Vandalism
55610,45.591,-122.754,Vandalism
55612,45.4903,-122.581,Drug/Narcotic Offenses
55613,45.5335,-122.56,Drug/Narcotic Offenses
55614,45.5358,-122.658,Drug/Narcotic Offenses
55615,45.581,-122.732,Drug/Narcotic Offenses
55616,45.5156,-122.677,Weapon Law Violations
55625,45.5898,-122.753,Vandalism
55626,45.4899,-122.639,Burglary
55628,45.4905,-122.63,Larceny Offenses
55629,45.5251,-122.715,Larceny Offenses
55630,45.5317,-122.693,Larceny Offenses
55631,45.5215,-122.676,Robbery
55632,45.5251,-122.715,Vandalism
55633,45.5119,-122.585,Vandalism
55635,45.5631,-122.535,Burglary
55636,45.5215,-122.657,Burglary
55637,45.5627,-122.635,Burglary
55638,45.5609,-122.646,Burglary
55642,45.5175,-122.634,Larceny Offenses
55643,45.5653,-122.554,Larceny Offenses
55644,45.5772,-122.705,Larceny Offenses
55645,45.5528,-122.681,Larceny Offenses
55646,45.4532,-122.722,Larceny Offenses
55647,45.5521,-122.676,Larceny Offenses
55648,45.5215,-122.658,Larceny Offenses
55649,45.4968,-122.577,Larceny Offenses
55650,45.5257,-122.69,Larceny Offenses
55651,45.4746,-122.645,Larceny Offenses
55652,45.5639,-122.53,Motor Vehicle Theft
55653,45.5192,-122.511,Motor Vehicle Theft
55654,45.5152,-122.555,Motor Vehicle Theft
55655,45.5251,-122.588,Motor Vehicle Theft
55656,45.4871,-122.538,Motor Vehicle Theft
55657,45.4657,-122.65,Motor Vehicle Theft
55658,45.4846,-122.605,Motor Vehicle Theft
55659,45.4654,-122.619,Motor Vehicle Theft
55660,45.5366,-122.665,Vandalism
55661,45.4791,-122.594,Vandalism
55662,45.527,-122.678,Vandalism
55663,45.5695,-122.671,Vandalism
55664,45.5491,-122.505,Vandalism
55665,45.4795,-122.619,Vandalism
55666,45.5037,-122.514,Assault Offenses
55668,45.5872,-122.667,Assault Offenses
55669,45.4763,-122.579,Assault Offenses
55672,45.5155,-122.688,Assault Offenses
55675,45.5652,-122.681,Assault Offenses
55681,45.5233,-122.576,Assault Offenses
55682,45.5233,-122.576,Assault Offenses
55684,45.5361,-122.708,Assault Offenses
55686,45.5236,-122.684,Assault Offenses
55690,45.5341,-122.587,Arson
55691,45.5591,-122.634,Burglary
55692,45.5405,-122.643,Burglary
55693,45.4749,-122.573,Burglary
55694,45.5224,-122.581,Burglary
55695,45.5066,-122.582,Burglary
55696,45.528,-122.615,Burglary
55697,45.5895,-122.715,Burglary
55698,45.5033,-122.722,Burglary
55699,45.5769,-122.687,Counterfeiting/Forgery
55700,45.5191,-122.567,Counterfeiting/Forgery
55701,45.5101,-122.684,Embezzlement
55713,45.5197,-122.661,Larceny Offenses
55714,45.5135,-122.679,Larceny Offenses
55715,45.4848,-122.579,Larceny Offenses
55716,45.5183,-122.563,Larceny Offenses
55717,45.5338,-122.621,Larceny Offenses
55718,45.4828,-122.589,Larceny Offenses
55719,45.5169,-122.663,Larceny Offenses
55720,45.5183,-122.562,Larceny Offenses
55721,45.5305,-122.634,Larceny Offenses
55722,45.5318,-122.652,Larceny Offenses
55723,45.5316,-122.655,Larceny Offenses
55724,45.57,-122.674,Larceny Offenses
55725,45.5627,-122.649,Larceny Offenses
55726,45.5201,-122.68,Larceny Offenses
55727,45.519,-122.68,Larceny Offenses
55728,45.5183,-122.56,Larceny Offenses
55729,45.5628,-122.66,Larceny Offenses
55731,45.5041,-122.538,Larceny Offenses
55732,45.5705,-122.699,Larceny Offenses
55733,45.5467,-122.676,Larceny Offenses
55734,45.5204,-122.661,Larceny Offenses
55735,45.5144,-122.663,Larceny Offenses
55736,45.5159,-122.665,Larceny Offenses
55737,45.6008,-122.679,Larceny Offenses
55738,45.4921,-122.599,Larceny Offenses
55739,45.532,-122.549,Larceny Offenses
55740,45.5791,-122.7,Larceny Offenses
55741,45.5228,-122.672,Larceny Offenses
55742,45.5004,-122.57,Larceny Offenses
55743,45.4996,-122.573,Larceny Offenses
